filename,repo,repo_url,source_category,path_within_repo,num_variables,variable_bucket,ground_truth_source
124.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/124.c.sl,14,11-20,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
124_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/124_conf1.sl,19,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
124_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/124_conf5.sl,28,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
125.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/125.c.sl,14,11-20,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
125_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/125_conf1.sl,19,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
125_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/125_conf5.sl,28,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
128.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/128.c.sl,7,6-10,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
128_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/128_conf1.sl,11,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
128_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/128_conf5.sl,19,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
12_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/12_conf1.sl,14,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
12_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/12_conf5.sl,23,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
13.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/13.c.sl,9,6-10,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
130_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/130_conf5.sl,44,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
131_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/131_conf1.sl,32,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
131_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/131_conf5.sl,44,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
132.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/132.c.sl,18,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
132_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/132_conf1.sl,26,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
132_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/132_conf5.sl,38,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
133.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/133.c.sl,7,6-10,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
133_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/133_conf1.sl,11,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
133_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/133_conf5.sl,19,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
13_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/13_conf1.sl,14,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
13_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/13_conf5.sl,22,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
15.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/15.c.sl,12,11-20,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
16.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/16.c.sl,12,11-20,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
16_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/16_conf1.sl,20,11-20,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
16_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/16_conf5.sl,29,21-50,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
17.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/17.c.sl,12,11-20,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
17_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/17_conf1.sl,20,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
17_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/17_conf5.sl,29,21-50,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
18.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/18.c.sl,12,11-20,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
18_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/18_conf1.sl,20,11-20,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
2.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/2.c.sl,10,6-10,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
24_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/24_conf5.sl,24,21-50,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
25.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/25.c.sl,5,3-5,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
25_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/25_conf1.sl,9,6-10,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
25_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/25_conf5.sl,17,11-20,SaswatPadhi/LoopInvGen (benchmarks/LIA/2018.NeurIPS_Code2Inv)
26.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/26.c.sl,7,6-10,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
26_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/26_conf1.sl,11,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
26_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/26_conf5.sl,19,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
27.c.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/27.c.sl,7,6-10,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
27_conf1.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/27_conf1.sl,11,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
27_conf5.sl,SaswatPadhi/LoopInvGen,https://github.com/SaswatPadhi/LoopInvGen,benchmarks/LIA/2018.NeurIPS_Code2Inv,benchmarks/LIA/2018.NeurIPS_Code2Inv/27_conf5.sl,19,11-20,NeuralInvariantRanker (Chakraborty et al.) -- verified positive invariant
